Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
SREEL,EQ,23-Jan-17,159,167.35,167.35,154.05,155.35,158.2,158.05,424,67013.5,16,223,52.59
SREEL,EQ,24-Jan-17,158.2,150,170,148,152,150.5,154.95,191,29595.3,26,122,63.87
SREEL,EQ,25-Jan-17,150.5,157,159,150,151.1,151.45,153.51,111,17039.35,23,58,52.25
SREEL,EQ,27-Jan-17,151.45,153,154,152.5,152.5,153.9,153.72,27,4150.5,4,27,100
SREEL,EQ,30-Jan-17,153.9,152.5,155,150.15,150.15,150.15,152.62,322,49142.4,6,322,100
SREEL,EQ,31-Jan-17,150.15,147.25,153,147,147,147,149.67,127,19008,8,83,65.35
SREEL,EQ,1-Feb-17,147,147.5,156.5,147.5,156.5,150.65,150.62,273,41118,8,111,40.66
SREEL,EQ,2-Feb-17,150.65,147,163,147,148,148.45,152.53,1344,205005.7,41,1153,85.79
SREEL,EQ,3-Feb-17,148.45,148.55,151.8,148,148,148,148.3,508,75337.65,12,480,94.49
SREEL,EQ,6-Feb-17,148,156,156.4,149,149,149.4,149.42,452,67536.65,9,452,100
SREEL,EQ,7-Feb-17,149.4,146,150,146,150,150,146.34,270,39512.5,3,270,100
SREEL,EQ,8-Feb-17,150,155.9,155.9,148,148,148.3,149.02,381,56775.2,12,351,92.13
SREEL,EQ,9-Feb-17,148.3,147,147,141.15,145,143.2,142.69,724,103304.1,27,454,62.71
SREEL,EQ,10-Feb-17,143.2,147,151,147,148.1,148.5,148.46,140,20785,5,130,92.86
SREEL,EQ,13-Feb-17,148.5,150,153.65,140,140,147.05,148.43,1278,189688.75,50,547,42.8
SREEL,EQ,14-Feb-17,147.05,145,154.1,142.05,152,150.6,149.32,711,106164.15,29,380,53.45
SREEL,EQ,15-Feb-17,150.6,141,149.8,140,146,144.55,142.66,714,101861.75,39,349,48.88
SREEL,EQ,16-Feb-17,144.55,144,155,140,149.05,147.95,147.07,83,12206.45,15,63,75.9
SREEL,EQ,17-Feb-17,147.95,140,149,133.15,147.85,144.65,146.26,42,6142.8,17,20,47.62
SREEL,EQ,20-Feb-17,144.65,154,170,145.1,145.5,145.5,146.27,815,119214,11,715,87.73
SREEL,EQ,21-Feb-17,145.5,140.15,157.95,140.1,145.2,153.15,150.13,1635,245467.8,54,695,42.51
SREEL,EQ,22-Feb-17,153.15,151,152.9,141.35,141.35,144.9,145.2,1005,145921.15,28,729,72.54
SREEL,EQ,23-Feb-17,144.9,147.6,151.65,140.1,140.65,140.65,143.44,323,46329.65,22,277,85.76
SREEL,EQ,27-Feb-17,140.65,153,168,141,141,143.2,151.87,7312,1110487,167,4254,58.18
SREEL,EQ,28-Feb-17,143.2,138.05,164,138.05,139,140.35,146.23,3655,534475.5,98,2750,75.24
SREEL,EQ,1-Mar-17,140.35,145.6,145.6,126.45,138.75,139.7,138.95,6665,926132.8,238,4848,72.74
SREEL,EQ,2-Mar-17,139.7,137,144.95,135,136,135.95,138.57,7698,1066679.3,92,6996,90.88
SREEL,EQ,3-Mar-17,135.95,134,139.95,134,135,135.1,134.67,487,65586.5,29,440,90.35
SREEL,EQ,6-Mar-17,135.1,136,139,133,133,134.6,134.78,513,69140.45,22,473,92.2
SREEL,EQ,7-Mar-17,134.6,133.2,146.9,132.9,136.9,134.65,133.85,22448,3004631.05,283,18392,81.93
SREEL,EQ,8-Mar-17,134.65,132.25,139,122.65,130.95,130.8,128.83,4909,632419.85,131,4181,85.17
SREEL,EQ,9-Mar-17,130.8,133,133,127.95,128,128.05,130.21,6558,853913,77,6229,94.98
SREEL,EQ,10-Mar-17,128.05,135.7,135.8,122,125,125.1,127.84,7581,969178.65,121,6176,81.47
SREEL,EQ,14-Mar-17,125.1,127,132,126,126,126.05,128.05,9168,1173936.9,114,8479,92.48
SREEL,EQ,15-Mar-17,126.05,130.8,133.95,124.05,127,128.65,128.62,14253,1833181.7,141,10439,73.24
SREEL,EQ,16-Mar-17,128.65,132.7,132.7,125.5,127.9,126.85,127.83,19480,2490093.3,134,18241,93.64
SREEL,EQ,17-Mar-17,126.85,127.9,127.9,124.5,127.8,127.2,127.19,19943,2536491.3,100,18525,92.89
SREEL,EQ,20-Mar-17,127.2,132.9,132.9,124.1,129.7,129.4,128.42,33650,4321425.45,193,33109,98.39
SREEL,EQ,21-Mar-17,129.4,129.7,134.1,126.6,128,128.35,129.08,28368,3661781.65,178,25849,91.12
SREEL,EQ,22-Mar-17,128.35,129.5,129.5,123.05,127,127,126.57,6210,786011.1,89,5424,87.34
SREEL,EQ,23-Mar-17,127,132.95,133.9,126.55,128.7,128.95,128.52,18007,2314268.4,147,16738,92.95
SREEL,EQ,24-Mar-17,128.95,128.7,132,127.1,131.5,131.1,129.63,74910,9710704.95,343,57582,76.87
SREEL,EQ,27-Mar-17,131.1,139,139,129.65,130.5,131,130.99,48988,6416711.8,178,48564,99.13
SREEL,EQ,28-Mar-17,131,129,134.45,129,130,131.5,130.48,14248,1859019.65,182,12593,88.38
SREEL,EQ,29-Mar-17,131.5,130.1,132.9,121.2,123,122.6,122.87,100636,12364831.2,590,86252,85.71
SREEL,EQ,30-Mar-17,122.6,127.95,130,121.5,126,123.55,124.81,110007,13730111.3,506,97713,88.82
SREEL,EQ,31-Mar-17,123.55,126.4,126.95,121,122.1,121.55,121.26,18031,2186505.2,178,16026,88.88
SREEL,EQ,3-Apr-17,121.55,125.55,128,121.6,125.6,126.75,124.76,3495,436018.9,100,2657,76.02
SREEL,EQ,5-Apr-17,126.75,124.5,128.9,124.5,126,125.9,126.41,1546,195435.1,35,1279,82.73
SREEL,EQ,6-Apr-17,125.9,126.1,128,124.1,124.1,125.4,126.35,1089,137599.5,44,902,82.83
SREEL,EQ,7-Apr-17,125.4,123.25,127.05,123.25,125.5,125.35,124.54,3334,415228.9,51,2830,84.88
SREEL,EQ,10-Apr-17,125.35,125,130,125,126.4,128.25,127.71,4256,543548.5,71,2529,59.42
SREEL,EQ,11-Apr-17,128.25,133,133.95,125,126,125.15,126.55,1565,198051.5,44,1296,82.81
SREEL,EQ,12-Apr-17,125.15,129.4,129.4,123.6,125,124.7,124.99,1482,185236,47,1221,82.39
SREEL,EQ,13-Apr-17,124.7,126.9,127.4,123.5,123.5,124.1,124.41,870,108240.1,31,426,48.97
SREEL,EQ,17-Apr-17,124.1,123.25,124.7,118.15,120,120.9,121.13,2545,308270.75,92,2267,89.08
SREEL,EQ,18-Apr-17,120.9,124.3,124.3,116.3,118,118.4,121.14,3643,441320.1,78,3134,86.03
SREEL,EQ,19-Apr-17,118.4,119.1,126,119.1,122,122.1,123.32,2785,343453.65,43,2201,79.03
SREEL,EQ,20-Apr-17,122.1,124,125.6,122.25,124,124,124.12,1113,138149.85,19,917,82.39
SREEL,EQ,21-Apr-17,124,124.95,128.9,124.5,125,125,126.48,4758,601771.05,122,3861,81.15
SREEL,EQ,24-Apr-17,125,128.95,129,123.1,126,125.25,125.7,2626,330096.55,79,1693,64.47
SREEL,EQ,25-Apr-17,125.25,125,126.8,122.25,122.25,122.85,123.99,1957,242644.4,50,1130,57.74
SREEL,EQ,26-Apr-17,122.85,124.4,129,122.25,122.25,122.6,125.69,7167,900788.35,176,5542,77.33
SREEL,EQ,27-Apr-17,122.6,127.95,127.95,123.5,126,126.2,125.66,1545,194147.85,36,1001,64.79
SREEL,EQ,28-Apr-17,126.2,124.05,126,124.05,126,125.4,125.1,66,8256.35,10,33,50
SREEL,EQ,2-May-17,125.4,125,129,123.45,125.1,125.1,126.4,2727,344703.85,30,2489,91.27
SREEL,EQ,3-May-17,125.1,124.15,127.4,122,122,122.2,124.53,843,104982.1,21,497,58.96
SREEL,EQ,4-May-17,122.2,123.1,125.9,121,122.55,125.15,122.76,4322,530552.35,71,3129,72.4
SREEL,EQ,5-May-17,125.15,125.3,126.4,122.55,124.85,124.65,123.16,4245,522793.6,39,3475,81.86
SREEL,EQ,8-May-17,124.65,125.9,131.35,121.6,131.05,130.1,129.08,9006,1162538.25,119,7354,81.66
SREEL,EQ,9-May-17,130.1,131.05,133.75,127.7,129.05,129.8,129.79,2852,370156.35,42,2269,79.56
SREEL,EQ,10-May-17,129.8,131.95,133,128.7,130.25,130.4,131.76,3157,415976.9,53,2322,73.55
SREEL,EQ,11-May-17,130.4,129.8,132.75,129.75,130,130,130.09,684,88984.15,14,494,72.22
SREEL,EQ,12-May-17,130,132.85,132.9,127.5,131,129.25,129.85,20864,2709132.65,59,16802,80.53
SREEL,EQ,15-May-17,129.25,127.65,148.6,125,138,136.7,134.52,5853,787348.65,133,4250,72.61
SREEL,EQ,16-May-17,136.7,140.5,145,136.2,145,142.35,140.6,4030,566598.25,135,2929,72.68
SREEL,EQ,17-May-17,142.35,140.1,144,140,141.55,141.9,141.89,1655,234831.2,46,1129,68.22
SREEL,EQ,18-May-17,141.9,140,143.35,140,140.05,140.05,140.28,565,79259.25,16,363,64.25
SREEL,EQ,19-May-17,140.05,144.05,144.05,135,138.8,137.4,139.02,364,50604.8,30,278,76.37
SREEL,EQ,22-May-17,137.4,143.4,143.4,135,137.45,138.65,139.11,862,119912.75,29,506,58.7
SREEL,EQ,23-May-17,138.65,133.5,142.8,132.1,140.05,141.65,136.98,11021,1509656.55,54,10427,94.61
SREEL,EQ,24-May-17,141.65,142.9,142.9,136.5,140,140,139.49,2498,348446.25,53,1870,74.86
SREEL,EQ,25-May-17,140,143,144,139.1,141,141,141.7,1356,192150.15,26,1116,82.3
SREEL,EQ,26-May-17,141,138.2,146.95,138.2,139,140.1,142.8,1343,191779.15,52,651,48.47
SREEL,EQ,29-May-17,140.1,142.05,146.95,137.15,139.95,138.4,142.52,3988,568375.4,77,3069,76.96
SREEL,EQ,30-May-17,138.4,142,159.2,138.5,140,140,142.64,5312,757723.1,114,2988,56.25
SREEL,EQ,31-May-17,140,140,153,140,143.2,143.8,144.84,4072,589798.2,95,2420,59.43
SREEL,EQ,1-Jun-17,143.8,147.2,147.2,141.2,143.5,142.45,143.38,3005,430869.5,71,1462,48.65
SREEL,EQ,2-Jun-17,142.45,143,144,142,143.9,143.9,142.6,1140,162565,24,700,61.4
SREEL,EQ,5-Jun-17,143.9,148,148,144,145,145.95,145.14,1484,215383.25,41,1246,83.96
SREEL,EQ,6-Jun-17,145.95,143.15,155,143.15,145,145.6,148.07,2020,299091.9,58,1351,66.88
SREEL,EQ,7-Jun-17,145.6,145,146.05,140.5,143,143.05,143.53,4877,699992.85,104,3388,69.47
SREEL,EQ,8-Jun-17,143.05,148.65,171.65,145.1,171.65,171.65,164.42,20030,3293337.8,406,10332,51.58
SREEL,EQ,9-Jun-17,171.65,192,205.95,192,194.1,195.9,199.79,282159,56371726.75,5788,102981,36.5
SREEL,EQ,12-Jun-17,195.9,194,195,184.4,189.8,187.65,189.31,58360,11048054.8,1510,23162,39.69
SREEL,EQ,13-Jun-17,187.65,188.05,202.5,188.05,193,192.75,196.36,36502,7167658.8,907,17168,47.03
SREEL,EQ,14-Jun-17,192.75,194.2,198,189.1,189.9,190,191.58,10307,1974624.1,297,4877,47.32
SREEL,EQ,15-Jun-17,190,195.45,197.85,189.1,192,191.3,193.29,25420,4913381.65,535,14178,55.77
SREEL,EQ,16-Jun-17,191.3,192,194,189.9,190.15,190.35,190.53,10208,1944938.15,289,7096,69.51
SREEL,EQ,19-Jun-17,190.35,192.95,192.95,178.25,179.4,181.1,182.63,19253,3516129.7,483,14297,74.26
SREEL,EQ,20-Jun-17,181.1,178.4,181.9,170.5,170.5,171.3,173.53,18082,3137750.3,472,11102,61.4
SREEL,EQ,21-Jun-17,171.3,172,179.85,170.2,171.4,172.15,175.1,15924,2788358.35,393,8468,53.18
SREEL,BE,22-Jun-17,172.15,170,178.8,165,168,166.15,168.11,7657,1287194.55,94,-,-
SREEL,BE,23-Jun-17,166.15,174.7,175.8,163.6,168.7,165.1,167.3,4833,808578.45,112,-,-
SREEL,BE,27-Jun-17,165.1,174,174,158,160,159.7,161.29,4947,797924.1,115,-,-
SREEL,BE,28-Jun-17,159.7,157,165,157,163,161.35,160.98,2174,349972.05,43,-,-
SREEL,BE,29-Jun-17,161.35,158,167.55,153.05,160.5,160.55,160.82,4604,740417.2,56,-,-
SREEL,BE,30-Jun-17,160.55,157,160.5,155,160.45,159.35,158.77,9271,1471959.35,89,-,-
SREEL,BE,3-Jul-17,159.35,155.65,160,155.65,157.4,156.55,157.24,3917,615903.15,66,-,-
SREEL,BE,4-Jul-17,156.55,166.95,166.95,154,163.05,164.2,160.36,7090,1136946.2,121,-,-
SREEL,BE,5-Jul-17,164.2,164,164.35,151.05,164.25,164.25,162.79,5333,868181.35,106,-,-
SREEL,BE,6-Jul-17,164.25,164.25,172,164.25,170,169.85,170.2,4463,759610.95,85,-,-
SREEL,BE,7-Jul-17,169.85,172,172.45,168.3,169.9,169.8,171.04,5275,902258.35,76,-,-
SREEL,BE,10-Jul-17,169.8,162.05,174,162.05,169,169,169.9,658,111796.85,23,-,-
SREEL,BE,11-Jul-17,169,162.15,173.9,162.15,167.7,166.5,169.17,1324,223981.95,42,-,-
SREEL,BE,12-Jul-17,166.5,162.05,172.5,162.05,164.1,165.65,165.43,2179,360479.15,56,-,-
SREEL,BE,13-Jul-17,165.65,164.9,164.9,161,162.5,162.9,162.99,3098,504942.55,57,-,-
SREEL,BE,14-Jul-17,162.9,161,169.95,160,160,160.6,161.33,2262,364938.5,76,-,-
SREEL,BE,17-Jul-17,160.6,170,170,160,165,163.7,164.65,6824,1123570.6,75,-,-
SREEL,BE,18-Jul-17,163.7,165,165.8,160,164.9,160.95,162.23,2003,324949.7,42,-,-
SREEL,BE,19-Jul-17,160.95,164.9,165,158.25,160.1,160.1,161.65,2524,408007.45,48,-,-
SREEL,BE,20-Jul-17,160.1,158.25,168,158.25,161.25,162.7,162.97,3312,539749.65,34,-,-
SREEL,BE,21-Jul-17,162.7,166.35,168.1,164.5,165.15,165.1,166.77,5103,851028.2,92,-,-
SREEL,BE,24-Jul-17,165.1,164,167,160.25,161.3,162.1,162.81,3016,491040.95,52,-,-
SREEL,BE,25-Jul-17,162.1,160,165,158,158.55,159.6,159.65,1941,309871.6,34,-,-
SREEL,BE,26-Jul-17,159.6,159,165,159,160,159.75,160.3,934,149718.4,21,-,-
SREEL,BE,27-Jul-17,159.75,165,165,157.8,158.15,159.05,160.37,1378,220992.7,32,-,-
SREEL,BE,28-Jul-17,159.05,159.05,163,157.25,160,158.6,159.71,1367,218324.7,37,-,-
SREEL,BE,31-Jul-17,158.6,164,165,158,160,158.6,159.5,1743,278011.05,33,-,-
SREEL,BE,1-Aug-17,158.6,159,163.85,152,155,155.45,156.12,3448,538308.05,60,-,-
SREEL,BE,2-Aug-17,155.45,153.5,160.95,152,153,153,153.16,9373,1435598.8,87,-,-
SREEL,BE,3-Aug-17,153,161.85,161.85,150,157.5,150.25,151.95,69739,10597001.45,278,-,-
SREEL,BE,4-Aug-17,150.25,151,157.7,150.05,152,152,151.98,3395,515987.1,40,-,-
SREEL,BE,7-Aug-17,152,145.05,157.75,143.25,157.75,156.2,154,5480,843902,102,-,-
SREEL,BE,8-Aug-17,156.2,157.65,159.6,157,157,157,158.03,2074,327746.2,34,-,-
SREEL,BE,9-Aug-17,157,155,159.5,150.05,155,153.05,156.83,4676,733353.7,53,-,-
SREEL,BE,10-Aug-17,153.05,150,158,149.15,149.15,149.15,152.83,4481,684816.25,65,-,-
SREEL,BE,11-Aug-17,149.15,146,154.9,146,146.5,149.85,150.04,4787,718221.9,53,-,-
SREEL,BE,14-Aug-17,149.85,156.6,156.6,146.5,150,149.95,152.02,4365,663566.15,45,-,-
SREEL,BE,16-Aug-17,149.95,153,155,143.5,152,151.55,153.74,5104,784676.5,34,-,-
SREEL,BE,17-Aug-17,151.55,152,155,148,150.25,150.25,150.82,4160,627401.4,24,-,-
SREEL,BE,18-Aug-17,150.25,156,156,145,150.45,145.9,148.84,3037,452013.85,36,-,-
SREEL,BE,21-Aug-17,145.9,144.8,153.9,144.8,150,150.1,150.46,5580,839542.55,23,-,-
SREEL,BE,22-Aug-17,150.1,147.15,151,147.15,148.7,150.3,149.83,1672,250511.2,17,-,-
SREEL,EQ,23-Aug-17,150.3,156,156,148,152.45,152.45,150.84,2972,448287.1,31,2754,92.66
SREEL,EQ,24-Aug-17,152.45,148.65,155,146.2,153.1,153.65,151.96,11937,1813897.05,109,9080,76.07
SREEL,EQ,28-Aug-17,153.65,150.1,153.5,147.8,150.5,149.8,150.65,14773,2225616.4,95,14267,96.57
SREEL,EQ,29-Aug-17,149.8,153.9,153.9,148,150,149.5,150.42,2381,358154.7,41,2005,84.21
SREEL,EQ,30-Aug-17,149.5,149.05,153.95,149,151,151,151.08,7228,1092002.9,77,3775,52.23
SREEL,EQ,31-Aug-17,151,148.1,152,148.1,150.05,150.1,150.16,5691,854559.35,81,5410,95.06
SREEL,EQ,1-Sep-17,150.1,150.1,154.95,150.05,153.4,153.45,151.37,23044,3488057.4,82,21906,95.06
SREEL,EQ,4-Sep-17,153.45,154.95,157.9,150,150,152.3,154.81,13304,2059647.15,145,10443,78.5
SREEL,EQ,5-Sep-17,152.3,151.4,158.65,151.4,156.5,154.35,155.6,10937,1701758.1,77,9749,89.14
SREEL,EQ,6-Sep-17,154.35,154.35,155,151.05,154,153.8,153.43,9045,1387789.05,87,6774,74.89
SREEL,EQ,7-Sep-17,153.8,151.05,156,151.05,155,155.6,154.32,10476,1616622.6,72,8689,82.94
SREEL,EQ,8-Sep-17,155.6,153.6,157,153.6,157,156.8,155.09,9128,1415681.6,60,8602,94.24
SREEL,EQ,11-Sep-17,156.8,156.05,164.6,155.5,164.6,164.6,161.54,15758,2545543.2,168,8690,55.15
SREEL,EQ,12-Sep-17,164.6,171.9,172.8,166.6,172.8,172.8,172.46,15617,2693340.3,245,13022,83.38
SREEL,EQ,13-Sep-17,172.8,177.95,177.95,165,168.5,168.8,170.97,12159,2078824.05,226,9697,79.75
SREEL,EQ,14-Sep-17,168.8,168.5,170.95,167.3,169.9,168.7,168.91,5453,921069.7,100,3727,68.35
SREEL,EQ,15-Sep-17,168.7,177.1,177.1,177.1,177.1,177.1,177.1,15404,2728048.4,71,13404,87.02
SREEL,EQ,18-Sep-17,177.1,185.95,185.95,178.2,185.95,185.95,184.34,32892,6063188.75,424,22798,69.31
SREEL,EQ,19-Sep-17,185.95,194.75,195.2,185.95,194.95,195,194.94,97945,19093256.05,968,82607,84.34
SREEL,EQ,20-Sep-17,195,195,201.95,185.25,185.25,185.25,187.66,32422,6084246.4,518,23848,73.55
SREEL,EQ,21-Sep-17,185.25,185,185,176,178.1,178.3,178.15,19110,3404359.35,396,13923,72.86
SREEL,EQ,22-Sep-17,178.3,177.1,177.1,169.4,169.4,169.4,171.19,24674,4223831.3,278,21888,88.71
SREEL,EQ,25-Sep-17,169.4,165.3,172,160.95,170,169.35,164.06,17054,2797922.85,263,11897,69.76
SREEL,EQ,26-Sep-17,169.35,169,171,165.1,165.1,165.45,167.47,12726,2131260.5,164,9795,76.97
SREEL,EQ,27-Sep-17,165.45,171.8,171.8,162.6,163.55,165.8,165.91,4155,689375.1,88,3161,76.08
SREEL,EQ,28-Sep-17,165.8,164,170,161.15,170,169.55,167.59,4776,800429.8,103,3462,72.49
SREEL,EQ,29-Sep-17,169.55,168,173.8,164,164,164.85,166.74,30783,5132609.85,163,27741,90.12
SREEL,EQ,3-Oct-17,164.85,169.95,169.95,162.2,163.45,163.25,164.23,8842,1452096.2,143,6502,73.54
SREEL,EQ,4-Oct-17,163.25,164.45,171.4,162,169,168.8,166.34,31438,5229462.2,251,25727,81.83
SREEL,EQ,5-Oct-17,168.8,171,177.2,171,177.2,177.2,174.12,8918,1552801,82,8608,96.52
SREEL,EQ,6-Oct-17,177.2,180,186.05,180,186.05,186.05,185.21,8214,1521337.9,73,8187,99.67
SREEL,EQ,9-Oct-17,186.05,200,204.65,195.35,202,200.9,202.02,67126,13560895.3,897,45400,67.63
SREEL,EQ,10-Oct-17,200.9,206,206,181.15,188.1,188.75,189.97,41770,7935148.05,597,22040,52.77
SREEL,EQ,11-Oct-17,188.75,192.05,207.6,192.05,199.8,200,201.08,64574,12984749.6,1068,32924,50.99
SREEL,EQ,12-Oct-17,200,200,220,200,220,220,212.93,72335,15402595.7,1286,35549,49.14
SREEL,EQ,13-Oct-17,220,221,237.85,203.15,216,208.3,218.93,94732,20739959.8,2125,47767,50.42
SREEL,EQ,16-Oct-17,208.3,193.15,197.9,187.5,187.5,187.5,190.85,56296,10744043.3,811,37952,67.42
SREEL,EQ,17-Oct-17,187.5,179.2,205,168.75,194.8,194,183.5,212725,39035947.45,3449,89314,41.99
SREEL,EQ,18-Oct-17,194,201,205,188.1,198,197.5,200.67,112082,22490974.75,1743,66468,59.3
SREEL,EQ,19-Oct-17,197.5,199.65,201,197,198.5,199.15,199.4,17934,3576023.35,250,14096,78.6
SREEL,EQ,23-Oct-17,199.15,198.45,201,185,192,194.35,196.68,21751,4277984.85,366,12251,56.32
SREEL,EQ,24-Oct-17,194.35,200,200,189,191,191.75,194.7,15936,3102691.6,336,7533,47.27
SREEL,EQ,25-Oct-17,191.75,195,195,187.45,188,188.75,189.87,17151,3256457.2,326,10540,61.45
SREEL,EQ,26-Oct-17,188.75,188.75,193,185.05,191.25,190.4,188.96,14552,2749729.15,394,6875,47.24
SREEL,EQ,27-Oct-17,190.4,188.25,193.15,183.15,183.35,184.2,186.77,32766,6119846.55,374,19015,58.03
SREEL,EQ,30-Oct-17,184.2,183.6,192,183.55,185,185.75,187.66,31162,5847866.9,394,14626,46.94
SREEL,EQ,31-Oct-17,185.75,185,190,181.5,184.9,184.35,187.06,30351,5677416.9,422,17256,56.85
SREEL,EQ,1-Nov-17,184.35,190,196,182.4,185.25,186.35,189.52,85736,16248855.2,1167,43909,51.21
SREEL,EQ,2-Nov-17,186.35,189.9,192.75,184.35,185,185.05,188.8,43111,8139533.65,608,22442,52.06
SREEL,EQ,3-Nov-17,185.05,185.45,188.5,182.4,182.6,183.35,185.72,19817,3680453.25,289,13234,66.78
SREEL,EQ,6-Nov-17,183.35,182.75,182.75,166.7,176,175.35,176.07,47478,8359404.25,792,24026,50.6
SREEL,EQ,7-Nov-17,175.35,178.9,185,175.05,182,177,178.91,55460,9922254.2,551,38786,69.94
SREEL,EQ,8-Nov-17,177,181.05,181.05,174.95,174.95,175.1,176.84,17968,3177436.45,188,14351,79.87
SREEL,EQ,9-Nov-17,175.1,172,178.85,169.4,175.5,174.25,173.42,16920,2934241.15,316,10334,61.08
SREEL,EQ,10-Nov-17,174.25,179,179.5,172.55,174,174.75,176,24750,4356040.55,265,16972,68.57
SREEL,EQ,13-Nov-17,174.75,174,180.75,167,180.75,175.05,171.86,25335,4354199.65,396,17877,70.56
SREEL,EQ,14-Nov-17,175.05,176.95,177,171.15,172.05,172.5,173.65,8909,1547091.9,154,7111,79.82
SREEL,EQ,15-Nov-17,172.5,175.15,177,171.85,174,172.95,174.31,35202,6135919.65,372,26627,75.64
SREEL,EQ,16-Nov-17,172.95,174.75,174.8,167,171.75,171.35,170.11,9029,1535950.2,221,6152,68.14
SREEL,EQ,17-Nov-17,171.35,176.9,179.35,170.1,174.4,175.05,175.48,26473,4645601.5,297,22371,84.5
SREEL,EQ,20-Nov-17,175.05,179,179,171.1,174,173.65,174.59,5935,1036200.05,148,4117,69.37
SREEL,EQ,21-Nov-17,173.65,175.05,177.15,174,175,174.55,175.15,15219,2665547.7,146,12030,79.05
SREEL,EQ,22-Nov-17,174.55,189.8,192,179.3,182.05,180.75,184.66,72378,13365303.35,1489,37456,51.75
SREEL,EQ,23-Nov-17,180.75,180.25,181.5,175.1,176.1,176.9,177,13652,2416367.1,315,6742,49.38
SREEL,EQ,24-Nov-17,176.9,178.9,178.9,171,173.45,172.9,173.68,24200,4203116.25,332,18568,76.73
SREEL,EQ,27-Nov-17,172.9,175,175,156.05,174.1,173.35,168.97,27431,4635109.65,514,12075,44.02
SREEL,EQ,28-Nov-17,173.35,174,180,174,180,177.85,176.65,13479,2381056.95,163,11953,88.68
SREEL,EQ,29-Nov-17,177.85,180,181.5,174.35,177,178.05,179.23,9358,1677241.25,177,7318,78.2
SREEL,EQ,30-Nov-17,178.05,178.8,180.4,166,175.15,174.4,174.19,13888,2419148.95,220,9473,68.21
SREEL,EQ,1-Dec-17,174.4,175,177.9,173,174.05,174.15,175,9456,1654796.9,128,7410,78.36
SREEL,EQ,4-Dec-17,174.15,176,176,170.05,175.8,174.75,174.62,11184,1952997.85,180,9823,87.83
SREEL,EQ,5-Dec-17,174.75,175.95,184.8,174,176.05,176.9,178.44,21490,3834677.65,199,16106,74.95
SREEL,EQ,6-Dec-17,176.9,175,179.9,174,178,176.35,175.99,6873,1209567.1,136,4208,61.23
SREEL,EQ,7-Dec-17,176.35,172,179.7,172,175,176.1,177.32,22083,3915698.45,260,18339,83.05
SREEL,EQ,8-Dec-17,176.1,175,178.7,174,176,175.15,175.98,15128,2662286.15,169,10760,71.13
SREEL,EQ,11-Dec-17,175.15,177,181.6,171.95,178.5,179.2,177.58,35345,6276425.9,441,24995,70.72
SREEL,EQ,12-Dec-17,179.2,178,183.95,178,181.95,182.5,181.54,23566,4278184,348,18603,78.94
SREEL,EQ,13-Dec-17,182.5,185,196.4,182,191.5,191.45,192.14,129584,24897774.45,2004,51268,39.56
SREEL,EQ,14-Dec-17,191.45,193.75,195.8,188.3,191,189.65,190.84,14025,2676562.2,371,8436,60.15
SREEL,EQ,15-Dec-17,189.65,219.95,225,201.05,215,214.2,211.03,231123,48773037.05,3825,118474,51.26
SREEL,EQ,18-Dec-17,214.2,215,257,202,257,257,239.55,297702,71314787.65,5417,111634,37.5
SREEL,EQ,19-Dec-17,257,274.85,282.7,270,282.7,282.7,280.53,95331,26743417.2,598,57149,59.95
SREEL,EQ,20-Dec-17,282.7,302,310.95,290,310.95,310.95,306.2,208597,63873066.65,2853,65817,31.55
SREEL,EQ,21-Dec-17,310.95,342,342,290,302.5,304.6,316.17,532587,168388182.7,13224,133139,25
SREEL,EQ,22-Dec-17,304.6,305.05,309.6,282.3,288,288.35,295.65,115134,34039205.55,3579,46073,40.02
SREEL,EQ,26-Dec-17,288.35,288.35,288.35,271,273.75,274.35,275.42,79936,22016278.25,2408,37033,46.33
SREEL,EQ,27-Dec-17,274.35,278.9,301.75,270,301.75,301.75,296.83,168203,49928294.35,2597,37041,22.02
SREEL,EQ,28-Dec-17,301.75,314.8,317.7,290.75,295.6,297.15,304.3,111986,34076799.2,3632,34897,31.16
SREEL,EQ,29-Dec-17,297.15,296,309,291,292,295.5,301.23,59843,18026785.05,1609,23155,38.69
SREEL,EQ,1-Jan-18,295.5,295.75,303,294,297.35,296.25,298.48,22025,6573918.85,842,9265,42.07
SREEL,EQ,2-Jan-18,296.25,301,301.05,286,286.05,289.4,291.43,35485,10341468.9,1015,14253,40.17
SREEL,EQ,3-Jan-18,289.4,290.05,305,290.05,296.25,297,298.27,68388,20398288.45,1871,20114,29.41
SREEL,EQ,4-Jan-18,297,303,305,293.2,298,296.95,299.94,67675,20298221,1927,22312,32.97
SREEL,EQ,5-Jan-18,296.95,300.05,300.05,293.55,293.55,295.55,296.97,17867,5306025.9,505,11012,61.63
SREEL,EQ,8-Jan-18,295.55,295.2,297.95,289,291.85,291.55,292,24590,7180202.35,692,15317,62.29
SREEL,EQ,9-Jan-18,291.55,291.05,298,285,288,290.15,292.19,21493,6279960.5,810,6681,31.08
SREEL,EQ,10-Jan-18,290.15,292.05,294.7,285.05,286.7,287.9,289.07,16812,4859862.2,451,6605,39.29
